"","parcelid","bathroomcnt","bedroomcnt","calculatedbathnbr","calculatedfinishedsquarefeet","finishedsquarefeet12","fips","fullbathcnt","latitude","longitude","lotsizesquarefeet","propertycountylandusecode","propertylandusetypeid","rawcensustractandblock","regionidcity","regionidcounty","regionidzip","roomcnt","yearbuilt","structuretaxvaluedollarcnt","taxvaluedollarcnt","assessmentyear","landtaxvaluedollarcnt","taxamount"
"2120225",10992637,2,3,2,1536,1536,6037,2,34268186,-118308023,6798,"0100",261,60371031.012,12447,3101,96282,0,1964,130701,236161,2016,105460,2945.12
"2349412",12608172,3,5,3,2388,2388,6037,3,33820356,-118336288,5999,"0101",261,60376511.012,54722,3101,96163,0,1963,93743,157303,2016,63560,2078.74
"798120",12475087,2,2,2,1037,1037,6037,2,33854138,-118144872,28678,"010C",266,60375707.012,12292,3101,96212,0,1985,132919,199419,2016,66500,2592.46
"2089736",10827933,1,2,1,918,918,6037,1,34198735,-118443118,7181,"0100",261,60371279.101003,12447,3101,96414,0,1949,53170,230026,2016,176856,2844.14
"1186515",12681923,2,3,2,1225,1225,6037,2,33806968,-118359710,7512,"0101",261,60376513.021008,54722,3101,96163,0,1954,96989,484961,2016,387972,5679.73
"1524119",11107335,2,5,2,1809,1809,6037,2,34427009,-118477519,6419,"0101",261,60379200.363001,54311,3101,96374,0,1965,142557,295299,2016,152742,4110.69
"715604",14183291,2,3,2,2342,2342,6059,2,33876452,-117826781,7156,"1",261,60590218.202016,21412,1286,97078,0,2008,374019,737660,2016,363641,8443.8
"1457854",14034628,1.5,3,1.5,1059,1059,6059,1,33734054,-117916917,6120,"122",261,60590992.023023,47568,1286,97004,5,1962,64357,210191,2016,145834,2651.02
"792286",10874907,1,3,1,1046,1046,6037,1,34216073,-118400740,7830,"0100",261,60371210.101004,12447,3101,96450,0,1948,40586,75598,2016,35012,1041.6
"1848567",12547154,2,3,2,1310,1310,6037,2,33764600,-118175000,37471,"010C",266,60375766.021002,46298,3101,96236,0,2001,289932,703470,2016,413538,8331.84
"2226118",11506338,3,2,3,3949,3949,6037,3,33896162,-118416745,3514,"0104",261,60376203.057047,19177,3101,96117,0,1996,726379,2925718,2016,2199339,33253.33
"180637",10823227,2,3,2,1502,1502,6037,2,34216631,-118454702,7162,"0100",261,60371200.201005,12447,3101,96411,0,1955,44709,75747,2016,31038,974.1
"2436492",11973258,1,2,1,1232,1232,6037,1,34115147,-118196567,5599,"0100",261,60371836.10101,12447,3101,96023,0,1909,15096,31021,2016,15925,415.45
"625890",11191724,3,5,3,4088,4088,6037,3,34593980,-118169328,8647,"0100",261,60379102.071,40227,3101,97329,0,2006,252200,416000,2016,163800,7746.32
"897962",11207724,2,4,2,1560,1560,6037,2,34584180,-118068778,7258,"0100",261,60379106.013008,40227,3101,97328,0,1956,129139,161423,2016,32284,2705.2
"295173",14202017,3,4,3,2764,2764,6059,3,33880328,-117699653,7500,"122",261,60590218.283,21412,1286,97079,0,1990,285196,888000,2016,602804,10290.66
"83584",12816123,2,4,2,1269,1269,6037,2,34040814,-117957002,6141,"0100",261,60374073.022005,118895,3101,96488,0,1955,66462,215082,2016,148620,2697.29
"1498269",12285460,2,3,2,1553,1553,6037,2,33912545,-118201718,6821,"0100",261,60375417.003006,32616,3101,96113,0,1949,115750,159835,2016,44085,2427.08
"1274847",12316723,2,2,2,1040,1040,6037,2,33965995,-118193991,4512,"0100",261,60375344.031006,31134,3101,96083,0,1924,33735,58497,2016,24762,1370.84
"1303629",12066784,1,1,1,738,738,6037,1,34155300,-118247000,43247,"010C",266,60373019.001026,45457,3101,96325,0,1988,106060,214839,2016,108779,2386.46
"1852259",11066919,3,4,3,2231,2231,6037,3,34292581,-118565119,4480,"010D",269,60371082.012002,12447,3101,96356,0,1989,275320,560697,2016,285377,6799.95
"236549",14504070,2,3,2,1352,1352,6059,2,33644774,-117646873,5151,"122",261,60590320.312011,12773,1286,96995,5,1978,103073,435025,2016,331952,4501.12
"1628300",11024254,1,2,1,862,862,6037,1,34257795,-118414985,7503,"0100",261,60371046.102002,12447,3101,96361,0,1949,102152,287501,2016,185349,3556.44
"1710753",13088555,3,3,3,1545,1545,6037,3,34011257,-117881217,137275,"010C",266,60374081.371014,14542,3101,96525,0,1985,208329,329955,2016,121626,4344.01
"223926",17053451,2,3,2,1353,1353,6111,2,34440739,-119263470,7700,"1111",261,61110010.021036,13091,2061,97099,6,1959,159310,265512,2016,106202,3657.52
"2470310",12999169,2,3,2,1136,1136,6037,2,34103592,-118025579,4853,"0100",261,60374315.021007,14111,3101,96517,0,1963,47563,201780,2016,154217,2833.78
"1722696",12394856,1,3,1,1000,1000,6037,1,33979151,-118096928,5796,"0100",261,60375024.012001,26483,3101,96197,0,1951,107307,178844,2016,71537,2548.24
"283991",17162773,3.5,3,3.5,2031,2031,6111,3,34202409,-119183655,10980,"1110",261,61110087.002045,13150,2061,97101,7,1926,130881,243138,2016,112257,2932.6
"2207695",17123339,2,4,2,1816,1816,6111,2,34239707,-119052029,7437,"1111",261,61110052.03201,51239,2061,97089,7,1970,187744,312902,2016,125158,3339.44
"1911104",10881955,2,3,2,1437,1437,6037,2,34196214,-118410992,6197,"0100",261,60371233.032006,12447,3101,96450,0,1951,164779,355447,2016,190668,4379.48
"2351480",13093046,2,3,2,1623,1623,6037,2,34045291,-117915101,7832,"0100",261,60374080.032014,14542,3101,96525,0,1964,114379,188886,2016,74507,2346.07
"60563",17222420,2.5,3,2.5,1853,1853,6111,2,34247282,-118817419,4700,"1111",261,61110075.142011,27110,2061,97118,7,1986,311978,519958,2016,207980,5944.44
"2028011",11313486,2,3,2,1848,1848,6037,2,34665800,-118073261,7133,"0100",261,60379005.042,5534,3101,97318,0,2008,167900,224000,2016,56100,4460.5
"1258487",11948822,2,2,2,1959,1959,6037,2,34107427,-118269785,10971,"0100",261,60371951.002,12447,3101,96020,0,1953,148545,735299,2016,586754,9035
"1098521",12985270,3,2,3,1078,1078,6037,3,34065317,-118005459,1472,"010D",269,60374333.071005,51861,3101,96479,0,1988,126647,158973,2016,32326,2403.1
"1361913",11716027,2,3,2,1367,1367,6037,2,34017907,-118319758,5200,"0100",261,60372340.001003,12447,3101,95989,0,1924,42206,172075,2016,129869,2142.83
"1487968",14117949,2,4,2,1729,1729,6059,2,33827786,-117871339,7215,"122",261,60590863.052007,16764,1286,97025,7,1962,116093,440566,2016,324473,5198.16
"435081",10985544,2,4,2,1165,1165,6037,2,34273844,-118418577,6811,"0100",261,60371043.204002,12447,3101,96361,0,1955,78158,100141,2016,21983,1393.91
"319226",12084740,3,4,3,2057,2057,6037,3,34131113,-118235060,4160,"0100",261,60371861.001008,12447,3101,96046,0,1967,74742,85900,2016,11158,1092.28
"220639",14235641,2.5,3,2.5,1798,1798,6059,2,33792561,-117832904,7000,"122",261,60590758.053004,33252,1286,97065,6,1965,136600,543921,2016,407321,5967.08
"1963655",12967726,3,3,3,2180,2180,6037,3,34160438,-118001718,12089,"0100",261,60374303.011006,32923,3101,96273,0,1953,113109,153468,2016,40359,2318.07
"1154767",12166882,3,3,3,2050,2050,6037,3,34196072,-118132821,10380,"0100",261,60374602.003009,30187,3101,96265,0,1955,93604,256990,2016,163386,3361.8
"1672604",10867950,3,5,3,2902,2902,6037,3,34136064,-118489468,13413,"0101",261,60371397.023,12447,3101,96426,0,1962,388520,775319,2016,386799,9572.75
"582163",17094300,2.5,4,2.5,2104,2104,6111,2,34277648,-119165627,6210,"1111",261,61110013.014018,34543,2061,97084,8,1965,163000,466000,2016,303000,4974.2
"1939679",17181581,2,4,2,1120,1120,6111,2,34174663,-119154649,6866,"1111",261,61110047.162018,13150,2061,97104,6,1971,131474,375641,2016,244167,4488.3
"1366781",12927395,1,2,1,759,759,6037,1,34088005,-117956460,7508,"0100",261,60374051.021011,10241,3101,96465,0,1935,37549,81810,2016,44261,1376.54
"798957",12682134,2,3,2,1553,1553,6037,2,33806561,-118372394,6307,"0100",261,60376513.023002,54722,3101,96163,0,1955,45334,116972,2016,71638,1595.44
"642826",10784840,2,3,2,1697,1697,6037,2,34198610,-118558323,7478,"0100",261,60371330.002002,12447,3101,96364,0,1956,208835,325695,2016,116860,4047.2
"2317243",12040961,2,3,2,1444,1444,6037,2,34233350,-118250664,6277,"0100",261,60373003.016009,45457,3101,96330,0,1947,187189,268428,2016,81239,2944.92
"1368326",14033941,2,4,2,1480,1480,6059,2,33730254,-117926366,9009,"122",261,60590992.274001,8384,1286,97008,7,1965,87113,284089,2016,196976,3336.96
"520805",10755741,6,5,6,5883,5883,6037,6,34138502,-118673594,20503,"010D",269,60378002.022026,37688,3101,96337,0,2001,1290099,2314521,2016,1024422,30198.63
"2166099",11434281,1,3,1,1298,1298,6037,1,33891233,-118321194,5301,"0100",261,60376036.001007,45398,3101,96106,0,1943,96956,303235,2016,206279,3736.54
"2836411",11229358,5,4,5,3523,3523,6037,5,34527665,-118047048,197461,"0101",261,60379107.091112,40227,3101,97330,0,1989,335464,390122,2016,54658,4474.48
"674",17145203,3,4,3,3143,3143,6111,3,34220510,-119203201,6969,"1111",261,61110029.011038,13150,2061,97107,8,1987,281562,433165,2016,151603,3802.02
"811782",12149686,3,4,3,3261,3261,6037,3,34225813,-118236939,9887,"0101",261,60373002.002008,396551,3101,96330,0,1992,359553,598803,2016,239250,6788.89
"254481",17244749,2,4,2,1711,1711,6111,2,34267563,-118769747,9000,"1111",261,61110078.002006,27110,2061,97118,7,1963,110269,169639,2016,59370,2205.08
"144730",13896474,1,1,1,677,677,6059,1,33501370,-117741481,4375,"122",261,60590423.051045,52842,1286,96969,3,1939,11072,49178,2016,38106,1758.98
"384458",14142649,4.5,5,4.5,3911,3911,6059,4,33893834,-117961342,8740,"122",261,60590017.043004,24812,1286,97041,9,1964,374626,711774,2016,337148,7980.86
"1177131",14327999,3.5,4,3.5,4225,4225,6059,3,33641560,-117773164,7623,"1",261,60590626.042027,52650,1286,96940,0,2004,752905,2329953,2016,1577048,28377.48
"2579121",14290770,3,4,3,2877,2877,6059,3,33692569,-117814250,5211,"1",261,60590525.155002,52650,1286,96943,0,2005,593684,1248000,2016,654316,17447.02
"1868228",11420139,3,3,3,1136,1136,6037,3,33903042,-118356919,5820,"0100",261,60376024.026006,42150,3101,96107,0,1950,100911,256644,2016,155733,3427.37
"667644",14093818,3,4,3,1707,1707,6059,3,33781324,-117981166,7280,"1",261,60590881.051009,24832,1286,97048,6,1958,138966,462737,2016,323771,5383.56
"1332481",11833690,1,2,1,600,600,6037,1,34019766,-118171731,3216,"0100",261,60375315.022012,17882,3101,96003,0,1922,51679,185342,2016,133663,2755.97
"792615",10954991,2,3,2,1268,1268,6037,2,34201850,-118327877,6851,"0100",261,60373104.001005,396054,3101,96436,0,1942,124100,623000,2016,498900,6829.95
"505910",13056900,3,4,3,2473,2473,6037,3,34152345,-117907725,7517,"0100",261,60374006.041015,37015,3101,96464,0,2001,274200,605000,2016,330800,7179.01
"1195733",11074072,3,5,3,2298,2298,6037,3,34268399,-118532155,11304,"0100",261,60371112.062005,12447,3101,96356,0,1957,180844,568184,2016,387340,7002.9
"2888216",13871940,2,4,2,2386,2386,6059,2,33873671,-117939063,8745,"122",261,60590112.004006,24812,1286,97040,5,1946,121040,252965,2016,131925,3010.78
"474088",14185831,2,4,2,1443,1443,6059,2,33868186,-117807260,4950,"122",261,60590218.122005,16764,1286,97026,7,1970,99235,209632,2016,110397,2623.08
"2736559",12527728,1,2,1,912,912,6037,1,33758717,-118125361,3089,"0100",261,60375775.011008,46298,3101,96237,0,1938,122341,611723,2016,489382,7241.48
"1069307",13911232,1.5,3,1.5,1141,1141,6059,1,33840789,-117971831,5841,"122",261,60590868.023014,16764,1286,97020,6,1954,45803,419390,2016,373587,4959.38
"1716063",17154448,2,3,2,1300,1300,6111,2,34180025,-119196285,3920,"1128",265,61110043.042009,47198,2061,97109,6,1970,156032,260054,2016,104022,3015.56
"857022",12278439,2,3,2,1288,1288,6037,2,33885158,-118208925,5190,"0100",261,60375424.023001,24174,3101,96091,0,1944,177360,257457,2016,80097,4608.81
"1033562",11688705,4,5,4,4629,4629,6037,4,34040377,-118864503,158625,"0100",261,60378004.063004,12520,3101,96116,0,1980,395203,872333,2016,477130,10369.46
"1500700",12862943,2,2,2,913,913,6037,2,33988900,-117936000,495429,"010E",266,60374086.283001,45602,3101,96489,0,1979,110799,138294,2016,27495,1889.57
"1664504",12736862,3,3,3,1571,1571,6037,3,33911084,-118006389,7084,"0100",261,60375036.022018,5465,3101,96190,0,1959,54858,86728,2016,31870,1463.74
"2780303",12276310,1,3,1,1044,1044,6037,1,33890995,-118239993,5151,"0100",261,60375429.002,24174,3101,96090,0,1956,106951,304817,2016,197866,5363.77
"198180",11620352,3,2,3,2818,2818,6037,3,34065700,-118430000,43007,"010C",266,60372657.001004,12447,3101,96005,0,1982,317958,1038670,2016,720712,12540.04
"1302684",11793740,2,2,2,1205,1205,6037,2,34046300,-118239000,87054,"010C",266,60372062.002007,12447,3101,95993,0,1985,84039,117313,2016,33274,1424.85
"1805950",162960801,2,4,2,2302,2302,6111,2,34287019,-118700629,11600,"1111",261,61110084.012009,27110,2061,97116,8,1964,166173,188578,2016,22405,2408.32
"2006755",12584350,3,4,3,2241,2241,6037,3,33828300,-118275000,173130,"010C",266,60375438.022003,10723,3101,96229,0,1991,209331,261656,2016,52325,3761.76
"625552",11538402,3,2,3,1680,1680,6037,3,33984600,-118445000,124612,"010C",266,60372741.001015,12447,3101,96128,0,2003,5e+05,905000,2016,405000,10915.83
"93883",11650078,1,2,1,1188,1188,6037,1,34104196,-118444075,18365,"0100",261,60372612.001085,12447,3101,96058,0,1947,39740,108683,2016,68943,1564.55
"1243020",11824827,1,2,1,1156,1156,6037,1,34041645,-118187606,6635,"0100",261,60375309.011001,17882,3101,96044,0,1910,96812,245534,2016,148722,3417.76
"1014716",17136700,2,3,2,1647,1647,6111,2,34238714,-119025194,7070,"1111",261,61110054.011006,51239,2061,97089,6,1969,184267,525898,2016,341631,5616.02
"1546740",13861672,2.5,3,2.5,2028,2028,6059,2,33680880,-118028540,1234,"122",261,60590993.08302,25218,1286,96966,0,1996,314794,425857,2016,111063,4903.58
"35335",11931562,1,2,1,802,802,6037,1,34090902,-118078585,6371,"0100",261,60374322.011,54212,3101,96510,0,1949,51292,132376,2016,81084,420.51
"2352400",14049834,3,7,3,2501,2501,6059,3,33662888,-117982126,6000,"122",261,60590992.432002,25218,1286,96964,6,1962,157684,259162,2016,101478,3089.66
"345404",11000178,3,3,3,1994,1994,6037,3,34244327,-118289661,2892,"0100",261,60371014.002001,12447,3101,96284,0,1993,113883,284710,2016,170827,3448.74
"1331640",11588726,2,1,2,781,781,6037,2,34002295,-118478232,2220,"0100",261,60377021.027008,26964,3101,96152,0,1903,18625,155024,2016,136399,2262.36
"2221004",17196265,5.5,5,5.5,5015,5015,6111,5,34298676,-118910870,15340,"1111",261,61110076.061008,25974,2061,97097,10,2003,761451,1269084,2016,507633,14243.64
"2112374",12873969,2,3,2,1244,1244,6037,2,34068399,-117722386,6337,"0100",261,60374027.061009,20008,3101,96507,0,1955,27521,38061,2016,10540,659.36
"2333203",12308065,1,2,1,964,964,6037,1,33966868,-118207993,6258,"0101",261,60375345.012005,39076,3101,96110,0,1912,106499,365489,2016,258990,5496.85
"1565115",14141048,3,3,3,2495,2495,6059,3,33896474,-117922841,5359,"1",261,60590016.015002,24812,1286,97043,0,2003,391550,821304,2016,429754,9243.18
"726536",13897044,3,3,3,2583,2583,6059,3,33490171,-117732711,9750,"122",261,60590423.052008,52842,1286,96969,7,1953,204940,861482,2016,656542,10619.24
"888472",12705147,4,3,4,3740,3740,6037,4,33746114,-118391633,16939,"0100",261,60376706.023006,54053,3101,96122,0,1997,715900,2257000,2016,1541100,24878.42
"2453264",12496656,1,2,1,977,977,6037,1,33815322,-118114384,5005,"0100",261,60375741.001007,46298,3101,96242,0,1950,85750,201183,2016,115433,2579.84
"111489",12329111,1,2,1,915,915,6037,1,33936888,-118143321,5498,"0100",261,60375514.022009,4406,3101,96101,0,1950,82052,229315,2016,147263,2961.74
"2086954",12807454,3,4,3,1559,1559,6037,3,33967070,-118078020,3971,"0100",261,60375023.014006,396556,3101,96174,0,2002,143381,293252,2016,149871,3757.46
"2436671",12031973,2,3,2,1756,1756,6037,2,34120691,-118320694,5317,"0100",261,60371894.00102,12447,3101,96049,0,1925,241470,829869,2016,588399,10144.33
"1467836",12142120,6,4,6,5418,5418,6037,6,34122020,-118035983,16999,"0108",261,60374317.002008,50749,3101,96268,0,2005,678378,1408782,2016,730404,16119.72
"738546",12492179,1,3,1,1076,1076,6037,1,33835040,-118111286,5150,"0100",261,60375711.022006,12292,3101,96213,0,1950,82699,387827,2016,305128,4816.11
"1990421",12240062,1,3,1,989,989,6037,1,33925734,-118256777,5554,"0100",261,60372410.022008,12447,3101,96040,0,1945,75984,158971,2016,82987,2160.83
"2452908",12413342,3,4,3,2007,2007,6037,3,33869677,-118050119,5498,"0100",261,60375545.122006,10774,3101,96206,0,1968,182707,322752,2016,140045,3786.81
"876612",14184238,3,4,3,1927,1927,6059,3,33878973,-117831755,6240,"122",261,60590218.202014,21412,1286,97078,8,1988,193827,466924,2016,273097,5424.52
"1086299",14420985,2,2,2,1428,1428,6059,2,33505986,-117727127,3701,"122",261,60590423.244005,25459,1286,96987,6,1976,113050,424290,2016,311240,4241.4
"1865512",17232926,3,4,3,2820,2820,6111,3,34290690,-118725325,7468,"1111",261,61110085.003081,27110,2061,97116,9,1985,229124,654645,2016,425521,7557.22
"346960",11500203,5,4,5,4070,4070,6037,5,33882084,-118391450,10524,"0100",261,60376208.00501,19177,3101,96117,0,1982,790801,1048177,2016,257376,11811.22
"1052553",12749493,2,3,2,1200,1200,6037,2,33900455,-118024254,7059,"0100",261,60375039.023011,5465,3101,96190,0,1954,100712,422343,2016,321631,5421.03
"813025",12436926,2,3,2,1447,1447,6037,2,33818569,-118075713,5646,"0100",261,60375552.02201,46298,3101,96242,0,1962,61698,105997,2016,44299,1497.84
"646507",11845271,3,3,3,1351,1351,6037,3,34056400,-118111000,18984,"010C",266,60374822.023001,6021,3101,96497,0,1984,164959,445277,2016,280318,5799.04
"737084",12133188,2,2,2,1513,1513,6037,2,34157653,-118059154,6959,"0100",261,60374305.025011,47695,3101,96278,0,1956,53824,73057,2016,19233,1097.2
"1993961",13092010,3,4,3,2188,2188,6037,3,34025472,-117882618,10082,"0100",261,60374034.08301,34636,3101,96522,0,1984,248745,668519,2016,419774,8349.38
"2810285",12268166,2,3,2,1405,1405,6037,2,33919526,-118246544,5228,"0100",261,60375408.002001,24174,3101,96040,0,1945,22957,38053,2016,15096,1063.72
"1577862",14169309,3,4,3,2553,2553,6059,3,33901872,-117856078,7000,"122",261,60590117.093009,26531,1286,97068,7,1965,136997,173528,2016,36531,2438.16
"1186793",12743827,2,2,2,1170,1170,6037,2,33911595,-118088848,2498,"0100",261,60375520.023005,53636,3101,96193,0,1964,81131,155000,2016,73869,2250.33
"2021635",12617484,1,2,1,808,808,6037,1,33802901,-118218093,5110,"0100",261,60375727.003005,46298,3101,96244,0,1943,59894,198406,2016,138512,2532.15
"2675883",12242443,2,3,2,1019,1019,6037,2,33920893,-118298592,7000,"0100",261,60376028.021013,118875,3101,96025,0,1990,112987,272784,2016,159797,3790.92
"2895667",11111747,3,4,3,1913,1913,6037,3,34444570,-118546199,5473,"010D",269,60379201.101014,54311,3101,96377,0,1994,325632,488076,2016,162444,7231.01
"1940295",10741865,3,4,3,3106,3106,6037,3,34153035,-118772612,6260,"010D",269,60378003.244003,9840,3101,96336,0,1986,589657,1010173,2016,420516,11635.07
"2752728",12846604,2,3,2,1171,1171,6037,2,33981288,-117906027,6499,"0100",261,60374087.23101,22827,3101,96492,0,1960,82000,410000,2016,328000,5166.51
"1873670",12834990,2,3,2,1110,1110,6037,2,33999076,-117963384,6145,"0100",261,60374086.311009,45602,3101,96489,0,1956,179584,422532,2016,242948,5044.06
"254903",10748724,3,4,3,2512,2512,6037,3,34141045,-118819114,8970,"010D",269,60378003.252017,41673,3101,96384,0,1966,97041,121249,2016,24208,1687.1
"929233",11692997,2,3,2,2234,2234,6037,2,34074958,-118487784,33800,"0101",261,60372623.033,12447,3101,96030,0,1957,274913,1043980,2016,769067,12757.61
"132003",14479726,2.5,4,2.5,2035,2035,6059,2,33594090,-117645336,5000,"122",261,60590320.381012,12773,1286,96996,0,1994,283968,775000,2016,491032,7557.02
"2040699",14382724,2,4,2,1552,1552,6059,2,33597282,-117695026,10500,"122",261,60590423.075004,25458,1286,96971,7,1975,137422,321295,2016,183873,3257.14
"1883992",11674917,1,2,1,942,942,6037,1,34116030,-118583918,66364,"0100",261,60378001.022016,56780,3101,96126,0,1932,23792,94186,2016,70394,1350.5
"1423753",12260444,1,3,1,1161,1161,6037,1,33898121,-118257611,5477,"0100",261,60375411.002001,24174,3101,96090,0,1951,133400,335000,2016,201600,4294.82
"1933013",12782998,1,3,1,1176,1176,6037,1,33990531,-118042572,7375,"0100",261,60375013.002014,14634,3101,96169,0,1923,98463,350140,2016,251677,4545.07
"1201455",12674894,2,4,2,1590,1590,6037,2,33854601,-118369612,7296,"0100",261,60376505.023011,54722,3101,96161,0,1956,53647,121559,2016,67912,1574.76
"1189457",14087950,3,3,3,2475,2475,6059,3,33738963,-118102670,2750,"122",261,60590995.112013,54352,1286,96225,6,1983,229572,445759,2016,216187,5288.82
"2226453",11598869,2,2,2,1631,1631,6037,2,34042225,-118388963,6733,"0100",261,60372695.001005,12447,3101,96015,0,1948,187230,936153,2016,748923,11384.02
"1142647",12834793,2,3,2,1554,1554,6037,2,34000805,-117963362,7550,"0100",261,60374086.312004,45602,3101,96489,0,1955,68419,84544,2016,16125,1298.36
"720379",11623299,2,2,2,1339,1339,6037,2,34052200,-118408000,177811,"010C",266,60372679.012002,12447,3101,96048,0,1964,175656,557519,2016,381863,6664.01
"1110820",12346350,2,4,2,1229,1229,6037,2,33911105,-118111248,6910,"0101",261,60375518.001009,4406,3101,96102,0,1954,138128,304890,2016,166762,3860.92
"1827025",12317892,2,3,2,1018,1018,6037,2,33956036,-118167990,5673,"0100",261,60375342.012006,16961,3101,96083,0,1938,65672,210009,2016,144337,3106.98
"948082",12683951,3,3,3,2049,2049,6037,3,33786622,-118335272,6306,"0100",261,60376514.012,54722,3101,96163,0,1954,161405,334486,2016,173081,3953.54
"495377",11234657,2,2,2,1284,1284,6037,2,34556977,-118073657,7162,"0100",261,60379107.153001,40227,3101,97328,0,1985,73592,91988,2016,18396,2119.85
"2657352",11209455,2,3,2,1294,1294,6037,2,34558773,-118039087,7796,"0100",261,60379107.141018,40227,3101,97330,0,1984,144871,181114,2016,36243,2995.6
"1663512",12488145,1,3,1,1082,1082,6037,1,33837227,-118114823,5000,"0100",261,60375711.025006,12292,3101,96213,0,1950,70580,238364,2016,167784,3168.42
"2424606",12755246,2,3,2,1370,1370,6037,2,33898155,-118078735,5879,"0100",261,60375527.005008,53636,3101,96193,0,1949,135000,433000,2016,298000,5565.22
"2977803",13865515,2,2,2,1470,1470,6059,2,33670840,-117989055,4725,"122",261,60590993.061005,25218,1286,96966,5,1979,119467,230614,2016,111147,2779.02
"1602013",12099690,3,4,3,2656,2656,6037,3,34129672,-118162082,10603,"0100",261,60374639.003012,47019,3101,96293,0,1937,769816,1796652,2016,1026836,20449.33
"2625915",10804182,3,4,3,1938,1938,6037,3,34169200,-118521000,85128,"010C",266,60371395.042002,12447,3101,96349,0,1964,270797,360643,2016,89846,4366.5
"1014911",17190738,2,2,2,1561,1561,6111,2,34199622,-118984668,5155,"1111",261,61110056.002025,51239,2061,97091,4,1985,168000,478000,2016,310000,5065.78
"2271441",11658643,4,5,4,3652,3652,6037,4,34064564,-118474307,12459,"0101",261,60372623.021022,12447,3101,96030,0,1959,917684,4181915,2016,3264231,50092.34
"308132",13019261,1,3,1,937,937,6037,1,34114912,-117914431,13192,"0100",261,60374044.023001,37015,3101,96464,0,1947,21924,45716,2016,23792,4019.27
"2870970",12590490,3,3,3,2054,2054,6037,3,33823200,-118294000,248774,"010D",269,60375436.021006,118878,3101,96160,0,1990,203020,375491,2016,172471,4817.52
"1573770",12440295,2,3,2,1642,1642,6037,2,33815359,-118099045,5644,"0100",261,60375740.004006,46298,3101,96242,0,1953,104271,385407,2016,281136,4659.97
"2670854",10839570,1,2,1,998,998,6037,1,34192290,-118455875,6759,"0100",261,60371278.053004,12447,3101,96414,0,1939,71634,183762,2016,112128,2319.62
"2299780",11261919,3,4,3,2652,2652,6037,3,34657374,-118228662,10579,"0101",261,60379011.011009,5534,3101,97319,0,1989,240243,300303,2016,60060,4361.01
"607994",14123111,2,3,2,1192,1192,6059,2,33836174,-118030823,6500,"122",261,60591101.102008,10608,1286,96180,7,1956,68478,382802,2016,314324,4474.04
"592311",13920690,2,3,2,1639,1639,6059,2,33806618,-118004667,6000,"122",261,60590878.012004,42967,1286,96203,6,1959,97163,336938,2016,239775,4191.46
"2075750",11054875,3,4,3,2822,2822,6037,3,34237259,-118490273,9675,"0101",261,60371173.013007,12447,3101,96369,0,1955,234310,319465,2016,85155,3956.24
"1940494",10791880,3,3,3,1568,1568,6037,3,34183359,-118611393,122697,"010C",266,60371351.141001,12447,3101,96389,0,1973,56724,87145,2016,30421,1087.23
"536044",14322115,3.5,3,3.5,4105,4105,6059,3,33639667,-117788853,15246,"1",261,60590626.042046,52650,1286,96940,0,2004,1032687,2416637,2016,1383950,31591.82
"2676752",12455174,1,2,1,784,784,6037,1,33857797,-118186564,4451,"0100",261,60375703.03101,46298,3101,96239,0,1923,60605,224998,2016,164393,2836.4
"2775358",10894151,2,2,2,1652,1652,6037,2,34173700,-118431000,10915,"010C",266,60371245.002012,12447,3101,96410,0,1981,160410,277390,2016,116980,3347.11
"2143744",13998361,3,3,3,1950,1950,6059,3,33787744,-118021529,6300,"122",261,60591100.032,24832,1286,97052,6,1959,102785,373162,2016,270377,4915.26
"2605567",14021690,3,4,3,2905,2905,6059,3,33670988,-117941004,7344,"122",261,60590638.03101,38032,1286,96958,8,1968,184782,505197,2016,320415,5881.16
"1933974",13008208,3,4,3,1720,1720,6037,3,34100643,-118051168,7216,"0101",261,60374320.003009,14111,3101,96517,0,1948,173202,373830,2016,200628,4514.35
"404232",10771597,2,3,2,1224,1224,6037,2,34208032,-118580585,7819,"0100",261,60371347.102,12447,3101,96341,0,1955,88500,440000,2016,351500,5461.13
"1205213",14324952,4.5,5,4.5,5461,5461,6059,4,33597041,-117832540,18838,"1",261,60590626.432011,40009,1286,96975,0,1992,767176,2789933,2016,2022757,33508.52
"2620714",14054856,1.5,4,1.5,1254,1254,6059,1,33672963,-117958673,946,"122",261,60590992.151027,25218,1286,96964,6,1963,53363,417000,2016,363637,4828.84
"2224997",11118292,3,4,3,2241,2241,6037,3,34436681,-118539080,6905,"0101",261,60379201.122007,54311,3101,96377,0,1977,251071,505594,2016,254523,6838.4
"2248579",14107897,2.5,3,2.5,1587,1587,6059,2,33816874,-118060207,1850,"122",261,60591101.062005,44833,1286,96185,7,1969,103451,503000,2016,399549,5885.96
"1451056",11588757,2,2,2,943,943,6037,2,34003100,-118479000,14784,"010E",266,60377021.027,26964,3101,96152,0,1973,105804,280738,2016,174934,3584.26
"2718608",11730046,1,3,1,1432,1432,6037,1,34028612,-118307220,5080,"0100",261,60372221.003003,12447,3101,95999,0,1907,8462,22381,2016,13919,445.96
"2844492",14082146,1.5,3,1.5,1209,1209,6059,1,33742443,-117924162,3300,"122",261,60590992.481002,47568,1286,97004,0,1985,109521,295490,2016,185969,3510.62
"246261",12453210,1,2,1,781,781,6037,1,33863250,-118191469,6087,"0100",261,60375703.013008,46298,3101,96239,0,1947,81365,293705,2016,212340,3491.05
