"","parcelid","bathroomcnt","bedroomcnt","calculatedbathnbr","calculatedfinishedsquarefeet","finishedsquarefeet12","fips","fullbathcnt","latitude","longitude","lotsizesquarefeet","propertycountylandusecode","propertylandusetypeid","rawcensustractandblock","regionidcity","regionidcounty","regionidzip","roomcnt","yearbuilt","structuretaxvaluedollarcnt","taxvaluedollarcnt","assessmentyear","landtaxvaluedollarcnt","taxamount"
"243810",12055373,1,3,1,1021,1021,6037,1,34160285,-118295683,5122,"0100",261,60373016.023013,45457,3101,96320,0,1938,87905,179325,2015,91420,2147.99
"1801297",10770353,1,3,1,994,994,6037,1,34204807,-118599002,8000,"0100",261,60371345.22101,12447,3101,96338,0,1940,80600,134332,2015,53732,1759.35
"1618568",14383125,3,5,3,2698,2698,6059,3,33603870,-117693796,7150,"122",261,60590423.072002,25458,1286,96971,8,1978,193962,485755,2015,291793,5028.02
"1735287",13055308,3,4,3,2571,2571,6037,3,34136806,-117755997,8071,"010D",269,60374002.041012,39308,3101,96494,0,1988,321112,630134,2015,309022,7614.61
"1600620",12878833,1,3,1,1030,1030,6037,1,34029023,-117732254,5769,"0100",261,60374029.042002,20008,3101,96506,0,1953,27087,40135,2015,13048,679.19
"1028735",11098816,3,2,3,1573,1573,6037,3,34223900,-118568000,81594,"010C",266,60371134.013008,12447,3101,96341,0,1988,198112,247631,2015,49519,3061.45
"2010485",11104991,2,4,2,1144,1144,6037,2,34418957,-118466778,6047,"0100",261,60379200.352006,54311,3101,96374,0,1961,85000,353000,2015,268000,4857.85
"2926961",14445146,1.5,2,1.5,1192,1192,6059,1,33417413,-117591351,1188,"122",261,60590421.143002,13693,1286,96982,5,1974,46637,76106,2015,29469,802.1
"2067586",17126897,2,4,2,1774,1774,6111,2,34227913,-119071326,10843,"1111",261,61110052.052048,51239,2061,97089,6,1976,324353,540588,2015,216235,5790
"366765",13003863,3,4,3,1758,1758,6037,3,34066811,-118057082,2008,"010D",269,60374331.021013,51861,3101,96480,0,1994,177744,332593,2015,154849,5042.17
"2899701",17107714,2,3,2,1409,1409,6111,2,34275936,-119150744,4876,"1111",261,61110013.011014,34543,2061,97084,6,1997,192575,320951,2015,128376,3349.76
"2030203",12495020,3,3,3,2118,2118,6037,3,33817145,-118131465,5522,"0100",261,60375741.005005,46298,3101,96242,0,1950,127492,522339,2015,394847,6436
"1613493",12420458,2,3,2,1459,1459,6037,2,33855198,-118050137,5173,"0100",261,60375545.191007,10774,3101,96206,0,1971,152479,446170,2015,293691,5245.02
"611316",10844598,2,3,2,1321,1321,6037,2,34173852,-118451846,6767,"0100",261,60371284.001007,12447,3101,96420,0,1943,159121,527673,2015,368552,6528.15
"1705031",12882394,2,3,2,1588,1588,6037,2,34072608,-117739474,10423,"0101",261,60374026.001012,20008,3101,96507,0,1951,107058,220014,2015,112956,2862.22
"1379127",13965933,1.5,3,1.5,1226,1226,6059,1,33739960,-117976679,6100,"122",261,60590997.021012,34780,1286,96990,6,1959,66181,161599,2015,95418,2394.36
"99014",12994675,4,5,4,2720,2720,6037,4,34072660,-118018287,4750,"010D",269,60374333.041001,51861,3101,96479,0,2007,422591,649314,2015,226723,9779.5
"2042073",11704464,1,2,1,1518,1518,6037,1,33998044,-118298016,5734,"0100",261,60372323.003004,12447,3101,96018,0,1909,12014,33204,2015,21190,508.97
"2875508",12057789,3,4,3,2470,2470,6037,3,34175571,-118260290,16872,"0101",261,60373007.022011,45457,3101,96321,0,1962,328162,952312,2015,624150,10656.21
"1148294",11232129,3,4,3,1712,1712,6037,3,34553528,-118032551,5716,"0100",261,60379107.061018,40227,3101,97330,0,1996,120330,150406,2015,30076,2692.72
"358085",10739663,2,4,2,1804,1804,6037,2,34156057,-118696697,10099,"0100",261,60378002.032033,37688,3101,96337,0,1964,107666,538010,2015,430344,6391.33
"2918652",11657950,1,1,1,944,944,6037,1,34056400,-118466000,50001,"010C",266,60372641.031,12447,3101,96030,0,1973,134964,331991,2015,197027,4011.38
"1630988",13007209,2,3,2,1529,1529,6037,2,34103657,-118058324,9252,"0100",261,60374320.004005,14111,3101,96517,0,1925,64654,175499,2015,110845,2338.33
"1623706",11045034,2,2,2,1086,1086,6037,2,34225000,-118466000,53617,"010C",266,60371175.301001,12447,3101,96369,0,1981,68735,85917,2015,17182,1139.39
"308485",14072183,3,4,3,2664,2664,6059,3,33713319,-117958251,7020,"122",261,60590992.501019,8384,1286,97008,8,1967,136667,259243,2015,122576,3061.62
"1730561",11868919,3,3,3,1854,1854,6037,3,34027607,-118104960,9091,"0100",261,60375300.051004,25953,3101,96192,0,1976,92249,140289,2015,48040,2482.51
"2596314",12872750,1,2,1,1036,1036,6037,1,34077209,-117721639,1590,"010D",269,60374027.031003,20008,3101,96507,0,1968,47969,79948,2015,31979,1177.59
"1789029",11552046,3,5,3,2475,2475,6037,3,34003357,-118439986,5972,"0100",261,60372721.00301,12447,3101,96047,0,1927,154872,669899,2015,515027,8292.45
"2078369",14061620,3,5,3,1896,1896,6059,3,33700247,-117960838,7540,"122",261,60590992.321013,8384,1286,97008,7,1968,64594,89236,2015,24642,1231.9
"1830207",17159977,1,3,1,1327,1327,6111,1,34210021,-119179108,6500,"1110",261,61110033.001014,13150,2061,97101,6,1950,90783,199183,2015,108400,2379.38
"2800123",11728170,2,4,2,1654,1654,6037,2,34031170,-118328926,6500,"0100",261,60372187.022004,12447,3101,95999,0,1922,56039,81812,2015,25773,1116.05
"704768",11980822,1,1,1,696,696,6037,1,34066500,-118297000,17857,"010C",266,60372119.103,12447,3101,96001,0,1963,57000,235000,2015,178000,2828.71
"1788055",11218502,2,5,2,3741,3741,6037,2,34575622,-117950701,44882,"0100",261,60379100.01301,29189,3101,97323,0,1955,28423,47572,2015,19149,772.3
"427583",14030462,2,4,2,1409,1409,6059,2,33724127,-117959106,7204,"122",261,60590992.251023,8384,1286,97008,7,1964,76998,524088,2015,447090,6089.68
"1890439",10825292,1,3,1,1040,1040,6037,1,34213869,-118432502,6937,"0100",261,60371204.001003,12447,3101,96411,0,1951,93431,235146,2015,141715,3531.2
"154087",11910368,3,3,3,1264,1264,6037,3,34081100,-118100000,27779,"010C",266,60374814.01101,33837,3101,96515,0,1985,170183,232625,2015,62442,3284.21
"2882245",14466587,3.5,4,3.5,3343,3343,6059,3,33592209,-117582093,7850,"122",261,60590320.462,17597,1286,96989,0,1993,449916,855000,2015,405084,9759.68
"2487037",11493634,2,3,2,2619,2619,6037,2,33859216,-118375257,9523,"0100",261,60376207.024013,33612,3101,96124,0,1955,163687,212619,2015,48932,3148.8
"1748435",12623206,2,3,2,1486,1486,6037,2,33794452,-118304421,5443,"0100",261,60372933.041008,12447,3101,96210,0,1927,40040,69392,2015,29352,1089.29
"1900944",14286647,2,3,2,1268,1268,6059,2,33720624,-117814250,6000,"122",261,60590525.021,27491,1286,97016,6,1968,87051,284951,2015,197900,3559.34
"268982",10752796,4,4,4,2961,2961,6037,4,34152832,-118636792,3669,"010D",269,60378002.042001,37688,3101,96337,0,1970,512800,1371000,2015,858200,17404.12
"1556363",12937808,3,3,3,1798,1798,6037,3,34077902,-117930668,7955,"0100",261,60374055.005005,14542,3101,96523,0,1953,140467,203665,2015,63198,2704.37
"1749555",12885532,1,2,1,860,860,6037,1,34044372,-117763082,18383,"0100",261,60374025.022022,20008,3101,96506,0,1948,16498,31368,2015,14870,688.93
"2711665",11974219,1,0,1,280,280,6037,1,34129100,-118192146,24889,"0100",261,60371832.211,12447,3101,96023,0,1926,68221,341114,2015,272893,3498.56
"661640",12392566,1,2,1,1164,1164,6037,1,33989842,-118080392,6019,"0100",261,60375009.002005,26483,3101,96197,0,1950,82208,216717,2015,134509,3099.62
"2280206",11810573,2,3,2,1306,1306,6037,2,34076978,-118202160,4956,"0100",261,60371992.022006,12447,3101,96012,0,1924,68348,292626,2015,224278,5074.01
"2288734",12395328,2,3,2,1773,1773,6037,2,33981800,-118094854,2891,"010D",269,60375024.011,26483,3101,96197,0,2001,176743,358176,2015,181433,4690.62
"1199655",13059685,2,3,2,1079,1079,6037,2,33998500,-117811000,200043,"010C",266,60374033.243009,24384,3101,96505,0,1974,95800,234984,2015,139184,2908.06
"1349626",14053984,2,4,2,1648,1648,6059,2,33681104,-117964015,6070,"122",261,60590992.141011,25218,1286,96964,8,1963,69461,294940,2015,225479,3489.68
"16430",10799501,2,2,2,923,923,6037,2,34176800,-118534000,85125,"010C",266,60371393.031002,12447,3101,96379,0,1979,101063,149205,2015,48142,1816.43
"2561117",11452141,2,3,2,1473,1473,6037,2,33868142,-118322140,5868,"0100",261,60376501.014011,54722,3101,96162,0,1956,83728,368580,2015,284852,4372.87
"783554",13851191,2.5,4,2.5,2458,2458,6059,2,33945195,-117955259,10494,"122",261,60590011.011006,18874,1286,96186,9,1964,163598,624384,2015,460786,7855.08
"2015155",12451547,1,2,1,1001,1001,6037,1,33863663,-118175128,4701,"0100",261,60375705.011015,46298,3101,96239,0,1929,106913,248733,2015,141820,4440.28
"1039592",14440662,2.5,3,2.5,1982,1982,6059,2,33468443,-117635338,3199,"122",261,60590422.051014,13693,1286,96983,0,1999,255351,567885,2015,312534,5854.46
"851793",11530609,2,4,2,1682,1682,6037,2,33994850,-118413934,6251,"0100",261,60372755.001004,12447,3101,96095,0,1941,48236,100642,2015,52406,1289.87
"766759",12675725,3,7,3,2764,2764,6037,3,33852014,-118362888,5256,"0100",261,60376505.022,54722,3101,96161,0,1955,74372,131261,2015,56889,1745.02
"2625780",12812795,2,3,2,1053,1053,6037,2,33999000,-117943000,559685,"010C",266,60374086.231006,45602,3101,96489,0,1972,98981,131844,2015,32863,1772.89
"2455392",10915858,3,3,3,2271,2271,6037,3,34136702,-118367166,9618,"0101",261,60371437.001009,12447,3101,96449,0,1954,92185,144590,2015,52405,1875.04
"1673328",12400473,2,2,2,1185,1185,6037,2,33952161,-118105718,7412,"0100",261,60375505.003004,4406,3101,96100,0,1951,91000,460000,2015,369000,5756.54
"1425579",14465335,3,4,3,2459,2459,6059,3,33571385,-117665138,6572,"122",261,60590320.132005,12773,1286,96995,8,1969,75063,106721,2015,31658,758.5
"2476984",12726904,1,2,1,1232,1232,6037,1,33921749,-118049538,10234,"0100",261,60375030.002009,118225,3101,96173,0,1948,75531,225183,2015,149652,3102.32
"2560641",11269754,2,3,2,1152,1152,6037,2,34663616,-118172423,6309,"0100",261,60379010.111017,5534,3101,97319,0,1973,92679,123748,2015,31069,2183.29
"486787",14025260,3,6,3,2359,2359,6059,3,33659456,-117914824,7200,"122",261,60590639.052,38032,1286,96958,7,1956,175620,733027,2015,557407,8345.84
"2486038",11144502,2,3,2,1003,1003,6037,2,34418400,-118489000,532639,"010C",266,60379200.301007,54311,3101,96374,0,1988,168078,210088,2015,42010,3037.95
"804242",17298733,2.5,3,2.5,1449,1449,6111,2,34182352,-118758585,2692,"1128",265,61110074.051007,53655,2061,96393,5,1986,153785,256174,2015,102389,3739.46
"501332",13950116,1,3,1,1217,1217,6059,1,33764693,-117969235,7645,"122",261,60590889.011008,24832,1286,97051,5,1959,29296,48964,2015,19668,879.14
"983707",10955173,1,2,1,790,790,6037,1,34201835,-118331980,5518,"0100",261,60373104.002008,396054,3101,96436,0,1937,21560,264494,2015,242934,3015.55
"1017315",12118937,1,2,1,832,832,6037,1,34155919,-118109846,2999,"0100",261,60374627.001006,47019,3101,96295,0,1923,45113,168477,2015,123364,2103.3
"2412029",11265568,2,3,2,1657,1657,6037,2,34656907,-118170929,20673,"0100",261,60379010.072002,5534,3101,97319,0,1988,176337,230415,2015,54078,2869.39
"2368679",11597906,2,3,2,1276,1276,6037,2,34003508,-118390816,231453,"010C",266,60377025.022024,51617,3101,96095,0,1973,152725,282670,2015,129945,3516.94
"2195697",12971796,2,2,2,1038,1038,6037,2,34138500,-117986000,85360,"010C",266,60374301.014012,24435,3101,96270,0,1980,110254,153641,2015,43387,2290.85
"468037",12342135,1,2,1,598,598,6037,1,33891948,-118154801,8008,"0100",261,60375539.013004,6395,3101,96220,0,1940,51593,200833,2015,149240,2623.85
"1293179",11317850,3,3,3,2523,2523,6037,3,34678657,-118238374,6820,"0100",261,60379012.051013,5534,3101,97319,0,2005,136907,182890,2015,45983,3140.4
"1783653",13034542,2,4,2,2389,2389,6037,2,34117778,-117869266,7880,"0100",261,60374039.021,11626,3101,96485,0,1994,255623,347457,2015,91834,4418.73
"54863",13850841,2,3,2,1616,1616,6059,2,33942870,-117942876,7650,"122",261,60590014.012011,18874,1286,96186,6,1957,91004,471320,2015,380316,5474.44
"1757363",10968838,1,3,1,1208,1208,6037,1,34299556,-118441989,7450,"0100",261,60371070.101015,12447,3101,96368,0,1955,92650,122218,2015,29568,1539.34
"349046",12341523,3,4,3,1675,1675,6037,3,33891032,-118144636,5690,"0100",261,60375539.011004,6395,3101,96220,0,1956,172203,320358,2015,148155,4032.97
"2025966",11335131,2,2,2,1175,1175,6037,2,34660315,-118390809,5513,"0100",261,60379012.101045,25468,3101,97316,0,1989,117067,155730,2015,38663,2289.85
"2872114",11050798,2,4,2,1732,1732,6037,2,34269113,-118483464,7199,"0101",261,60371093.001006,12447,3101,96370,0,1956,108000,496000,2015,388000,6139.35
"598119",11260762,2,3,2,2013,2013,6037,2,34634392,-118227760,12056,"0100",261,60379103.011009,40227,3101,97329,0,1988,184408,230501,2015,46093,3746.58
"2142029",17136479,2.5,4,2.5,1792,1792,6111,2,34236327,-119032923,6900,"1111",261,61110054.012008,51239,2061,97089,8,1964,148397,424301,2015,275904,4615.78
"1805301",11901504,1,3,1,1693,1693,6037,1,34082047,-118128092,7568,"0100",261,60374816.041005,50677,3101,96531,0,1938,148507,630621,2015,482114,7516.37
"2012297",11674034,2,4,2,1926,1926,6037,2,34105472,-118627387,10236,"0100",261,60378001.021049,56780,3101,96126,0,1975,140154,663708,2015,523554,8171.57
"2105391",12672648,2,3,2,1758,1758,6037,2,33832949,-118363869,5671,"0100",261,60376507.022003,54722,3101,96161,0,1955,114184,387313,2015,273129,4595.8
"46965",11021762,1,3,1,1002,1002,6037,1,34266658,-118432635,5733,"0100",261,60371044.012,12447,3101,96361,0,1953,32001,46871,2015,14870,658.97
"1925639",12342419,3,3,3,3119,3119,6037,3,33894592,-118150857,11870,"0101",261,60375539.013002,6395,3101,96220,0,1961,225413,562509,2015,337096,6907.67
"691860",12495165,1,3,1,1061,1061,6037,1,33818513,-118126336,5658,"0100",261,60375741.005,46298,3101,96242,0,1950,89900,455000,2015,365100,6658.17
"2135706",12797051,2,4,2,1827,1827,6037,2,33946082,-118030058,6839,"0100",261,60375020.051004,118225,3101,96173,0,1955,69146,122458,2015,53312,1764.93
"2493096",13015892,2,2,2,917,917,6037,2,34136800,-117904000,51666,"010C",266,60374006.022018,37015,3101,96464,0,1981,101809,148585,2015,46776,1911.18
"16029",17299770,4.5,6,4.5,3644,3644,6111,4,34190977,-118752766,8237,"1111",261,61110074.051,53655,2061,96393,10,1998,632256,1001609,2015,369353,12563.16
"997786",10755314,3,4,3,3060,3060,6037,3,34136751,-118658630,12177,"010D",269,60378002.022017,37688,3101,96337,0,1989,264871,1052868,2015,787997,13247.22
"2762159",14149697,2,4,2,1599,1599,6059,2,33928419,-117896260,6000,"122",261,60590015.072004,17150,1286,97035,8,1965,95413,516968,2015,421555,6815.66
"1847259",11164314,3,5,3,2336,2336,6037,3,34383176,-118554657,6839,"0100",261,60379203.221004,54311,3101,96378,0,1968,169378,372359,2015,202981,5301.55
"869968",12430932,3,4,3,2112,2112,6037,3,33832978,-118104499,5274,"0100",261,60375710.004005,12292,3101,96213,0,1952,173159,274551,2015,101392,3599.37
"1455257",14432223,2,4,2,2088,2088,6059,2,33481725,-117698665,6634,"122",261,60590423.381009,17686,1286,96961,8,1979,157685,317768,2015,160083,4406.8
"2132611",12048767,6,5,6,5217,5217,6037,6,34196926,-118240542,13794,"0100",261,60373007.015007,45457,3101,96327,0,1988,489155,1108755,2015,619600,12411.46
"975860",12835020,3,7,3,2510,2510,6037,3,33999069,-117961361,8683,"0100",261,60374086.311008,45602,3101,96489,0,1958,165251,369290,2015,204039,4591.91
"2311631",12304511,1,2,1,1386,1386,6037,1,33945871,-118207236,8326,"0100",261,60375358.033,47762,3101,96125,0,1912,17520,47688,2015,30168,997.29
"2082634",17158172,2,2,2,1650,1650,6111,2,34195194,-119244805,871,"1129",266,61110036.091005,13150,2061,97106,5,1978,209432,418864,2015,209432,5114.7
"2887017",11037599,2,3,2,1483,1483,6037,2,34248159,-118432737,7124,"0101",261,60371190.021005,12447,3101,96361,0,1953,175159,334327,2015,159168,4198.58
"2573066",17211703,2.5,4,2.5,2868,2868,6111,2,34210641,-118883630,21200,"1111",261,61110066.003002,34278,2061,96383,7,1969,117576,137947,2015,20371,1477.5
"2078611",14114261,4,5,4,3783,3783,6059,4,33820524,-118049887,6825,"122",261,60591101.181005,44833,1286,96185,0,1995,360411,509522,2015,149111,6028.36
"1532406",17127924,2,3,2,1792,1792,6111,2,34234158,-119058531,8120,"1111",261,61110052.042004,51239,2061,97089,7,1989,210000,6e+05,2015,390000,6492.22
"2968389",12913955,2,4,2,1144,1144,6037,2,34103864,-117893550,6682,"0100",261,60374059.002001,24245,3101,96473,0,1955,92829,299697,2015,206868,3828.16
"2840806",17220087,3.5,4,3.5,2687,2687,6111,3,34213155,-118828570,11725,"1111",261,61110075.103001,34278,2061,96385,8,1988,514018,856731,2015,342713,9187.26
"2012057",11611113,3,2,3,1491,1491,6037,3,34056200,-118423000,16949,"010C",266,60372671.003,12447,3101,96006,0,1989,239712,551068,2015,311356,6790.55
"231261",12638535,2,3,2,1400,1400,6037,2,33811214,-118298658,5513,"0100",261,60372933.011008,12447,3101,96210,0,1970,241654,424238,2015,182584,5478.31
"1313518",11733298,3,4,3,1624,1624,6037,3,34029517,-118348172,5215,"0100",261,60372197.001007,12447,3101,95997,0,1921,51573,199103,2015,147530,2512.03
"1201968",14383119,3.5,4,3.5,2976,2976,6059,3,33604028,-117694899,7150,"122",261,60590423.072002,25458,1286,96971,9,1978,242587,301364,2015,58777,3099.12
"464098",11206776,2,2,2,1060,1060,6037,2,34571676,-118061649,6721,"0100",261,60379106.052001,40227,3101,97328,0,1988,80765,100954,2015,20189,2081.43
"1077049",12202182,2,3,2,1448,1448,6037,2,33964932,-118258495,5099,"0100",261,60372398.011005,12447,3101,95982,0,1931,116073,274373,2015,158300,3496.22
"2248699",11250834,2,2,2,1546,1546,6037,2,34615406,-117837357,20643,"0100",261,60379001.043007,40227,3101,97344,0,1987,100600,133000,2015,32400,1873.26
"209975",10899443,1,2,1,1496,1496,6037,1,34160476,-118373478,7374,"0100",261,60371254.023,12447,3101,96446,0,1929,101392,236584,2015,135192,3092.28
"820257",10986074,2,3,2,1116,1116,6037,2,34267020,-118418505,7100,"0100",261,60371047.013,12447,3101,96361,0,1952,63090,76262,2015,13172,1112.95
"177480",14454453,2.5,3,2.5,2237,2237,6059,2,33471248,-117601213,3495,"1",261,60590320.231041,13693,1286,96983,0,2004,296072,593938,2015,297866,9566.3
"1151686",12219500,2,3,2,1955,1955,6037,2,33942774,-118259042,5016,"0100",261,60372407.002004,12447,3101,95983,0,1944,53793,66820,2015,13027,1107.48
"2453788",17117663,2,4,2,1214,1214,6111,2,34221456,-119190091,6216,"1111",261,61110030.11201,13150,2061,97107,6,1962,63590,84125,2015,20535,1068.22
"1453658",14022566,2,3,2,1202,1202,6059,2,33713184,-117876179,6200,"122",261,60590740.051014,47568,1286,97007,6,1955,67084,215250,2015,148166,2705.74
"952189",17109632,2.5,4,2.5,2668,2668,6111,2,34265020,-119165286,7996,"1111",261,61110014.021036,34543,2061,97084,9,1984,366080,570156,2015,204076,5985.84
"2407649",10968172,3,4,3,1718,1718,6037,3,34292952,-118447868,98338,"01DC",266,60371070.201017,12447,3101,96368,0,2000,163139,267544,2015,104405,3405.67
"2701790",13916618,1,3,1,1218,1218,6059,1,33861789,-117938905,6348,"122",261,60590111.022008,24812,1286,97040,7,1953,53817,361946,2015,308129,4326.94
"594522",11784699,1,0,1,650,650,6037,1,34045800,-118261000,74818,"010C",266,60372077.101032,12447,3101,95996,0,2006,120457,280889,2015,160432,3537.03
"1337218",14430716,3.5,4,3.5,3955,3955,6059,3,33486035,-117714947,5479,"122",261,60590423.232005,17686,1286,96961,0,2000,712361,2269208,2015,1556847,24704.66
"2506068",12548566,3,3,3,2321,2321,6037,3,33765200,-118178000,14280,"010E",266,60375766.011005,46298,3101,96236,0,1954,186264,342395,2015,156131,4263.76
"2111628",11364534,3,3,3,2000,2000,6037,3,34805489,-118622357,1788420,"0100",261,60379012.091031,5534,3101,97319,0,2009,183100,330600,2015,147500,4185.94
"2269060",12748698,2,4,2,1144,1144,6037,2,33904808,-118033655,6068,"0101",261,60375041.013008,5465,3101,96190,0,1956,72419,192115,2015,119696,2723.86
"1329867",12135961,3,4,3,1396,1396,6037,3,34137400,-118023000,35192,"010C",266,60374308.012,50749,3101,96267,0,1985,174786,228260,2015,53474,2929.25
"1484675",14388203,2.5,4,2.5,2305,2305,6059,2,33580214,-117699249,9600,"122",261,60590423.273014,25458,1286,96971,0,1986,210780,326351,2015,115571,3360.52
"2053293",17263580,2,5,2,1943,1943,6111,2,34271330,-118660769,6719,"1111",261,61110083.043016,27110,2061,97116,7,1965,163000,469000,2015,306000,5368.74
"1125755",13885738,2.5,4,2.5,2290,2290,6059,2,33784408,-117858489,6104,"122",261,60590760.001014,33252,1286,97066,8,1976,198593,339410,2015,140817,3834.62
"1152870",12507354,2,2,2,1171,1171,6037,2,33795800,-118167000,70849,"010C",266,60375734.031019,27103,3101,96234,0,1982,158417,289983,2015,131566,3819.01
"2326221",12238665,1,2,1,815,815,6037,1,33924175,-118297463,5874,"0100",261,60376028.011033,118875,3101,96025,0,1949,19554,37074,2015,17520,941.94
"193488",17082945,1,2,1,900,900,6111,1,34274355,-119246771,6480,"1110",261,61110019.005004,34543,2061,97083,4,1948,25914,45877,2015,19963,523.84
"1483046",13957873,2,3,2,1285,1285,6059,2,33756857,-117931136,7405,"122",261,60590890.011,47568,1286,97003,6,1956,52776,435000,2015,382224,5115
"1591912",17151702,1.5,2,1.5,756,756,6111,1,34182074,-119208248,905,"1129",266,61110036.052032,13150,2061,97106,4,1973,28517,39691,2015,11174,436.34
"2406818",14503153,2,3,2,1472,1472,6059,2,33650012,-117654139,5148,"122",261,60590320.301007,12773,1286,96995,6,1976,77553,509990,2015,432437,5353.68
"547937",14424180,2,3,2,1248,1248,6059,2,33504471,-117647216,3584,"122",261,60590423.122002,33840,1286,96985,6,1975,81978,196624,2015,114646,2110.08
"1019933",12761183,2,3,2,1817,1817,6037,2,33890841,-118063654,5554,"0100",261,60375526.022002,53636,3101,96193,0,1960,112200,458000,2015,345800,6806.3
"668909",12232445,1,3,1,1576,1576,6037,1,33929774,-118239635,5422,"0100",261,60372427.003006,12447,3101,96040,0,1910,32218,107398,2015,75180,1770.85
"2806366",14016817,1,3,1,1037,1037,6059,1,33848235,-118006732,6030,"122",261,60591103.02201,10608,1286,96180,5,1958,48998,327659,2015,278661,3933.1
"2328215",12718172,1,3,1,1008,1008,6037,1,33938380,-118091303,5327,"0100",261,60375028.012009,13716,3101,96201,0,1953,122903,313529,2015,190626,4258.59
"716681",11112156,3,3,3,2559,2559,6037,3,34444164,-118537033,5897,"010D",269,60379201.101001,54311,3101,96377,0,1993,422241,640380,2015,218139,9237.5
"1540933",12794675,2,3,2,1386,1386,6037,2,33938921,-118037961,7126,"0100",261,60375032.022002,118225,3101,96173,0,1954,97821,220801,2015,122980,3041.9
"780924",12493295,3,3,3,1810,1810,6037,3,33822400,-118111830,6561,"0100",261,60375737.004009,46298,3101,96242,0,1950,106620,337134,2015,230514,4106.6
"2284047",12775251,1,2,1,946,946,6037,1,34007391,-118078271,5950,"0100",261,60375004.023004,26483,3101,96197,0,1949,82000,331000,2015,249000,4665.65
"422760",12140568,2,3,2,2653,2653,6037,2,34124687,-118020002,12433,"0100",261,60374308.023005,50749,3101,96267,0,1955,220725,613837,2015,393112,7375.54
"2353391",11532189,2,3,2,1834,1834,6037,2,33984065,-118416589,5324,"0100",261,60372753.114008,12447,3101,96047,0,1971,249138,523062,2015,273924,6476.66
"149922",10730760,2,4,2,1570,1570,6037,2,34186738,-118620478,8896,"0100",261,60371351.023001,12447,3101,96342,0,1958,42813,66658,2015,23845,972.53
"2851306",14105607,2,4,2,1400,1400,6059,2,33820609,-117894353,5400,"122",261,60590863.033008,16764,1286,97024,7,1969,87481,203861,2015,116380,2582.92
"2005068",14331657,3.5,4,3.5,3337,3337,6059,3,33737433,-117796099,8250,"122",261,60590525.241006,27491,1286,97018,0,1989,370438,880351,2015,509913,10481.28
"2758194",12467077,2,3,2,1957,1957,6037,2,33821425,-118175723,6331,"0100",261,60375720.012006,46298,3101,96241,0,1941,63027,296706,2015,233679,3629.55
"1937007",11437969,1,2,1,752,752,6037,1,33886670,-118346434,5332,"0100",261,60376041.001002,46178,3101,96111,0,1925,11574,47350,2015,35776,881.52
"1063798",12583425,2,4,2,1485,1485,6037,2,33838131,-118276477,4498,"0100",261,60375438.012005,10723,3101,96229,0,1971,86658,106242,2015,19584,1962.87
"568602",11397850,1,2,1,953,953,6037,1,33976834,-118339474,4744,"0100",261,60376009.122003,45888,3101,96134,0,1924,42857,214291,2015,171434,5493.28
"1172271",14391074,2.5,4,2.5,1986,1986,6059,2,33581843,-117739941,5220,"122",261,60590626.332013,37086,1286,96974,0,1994,272716,728607,2015,455891,7363.86
"1673528",12447452,2,4,2,1697,1697,6037,2,33870322,-118174546,5168,"0100",261,60375705.013007,46298,3101,96239,0,1939,87000,4e+05,2015,313000,5467.71
"25214",13876342,2,3,2,1640,1640,6059,2,33872146,-117901897,6968,"122",261,60590114.033012,24812,1286,97039,6,1958,46620,68696,2015,22076,6406.08
"1599983",12733382,2,3,2,1414,1414,6037,2,33919808,-117981580,6628,"0101",261,60375037.022022,114828,3101,96172,0,1962,140948,223463,2015,82515,2776.98
"1893021",11570671,3,5,3,3605,3605,6037,3,34044913,-118479203,15957,"0101",261,60372643.023004,26964,3101,96030,0,1950,187638,399780,2015,212142,5063.15
"572588",12420002,1,2,1,696,696,6037,1,33857193,-118062288,9625,"0100",261,60375545.192004,10774,3101,96206,0,1927,19301,86762,2015,67461,1286.86
"91553",11022239,1,2,1,866,866,6037,1,34264770,-118429683,10375,"0100",261,60371044.042,12447,3101,96361,0,1947,25681,42585,2015,16904,746.07
"2968230",12875089,1,3,1,1130,1130,6037,1,34071142,-117714481,14701,"0100",261,60374027.062,32927,3101,96507,0,1951,47652,64547,2015,16895,847.09
"2650451",11506460,1,3,1,1166,1166,6037,1,33893817,-118410217,2708,"0100",261,60376203.052007,19177,3101,96117,0,1946,56058,162707,2015,106649,2073.42
"1923677",11851393,2,3,2,1202,1202,6037,2,34025934,-118138699,5754,"0100",261,60375302.022013,25953,3101,96192,0,1947,37399,61244,2015,23845,3310.09
"2266858",12198630,1,2,1,1008,1008,6037,1,33971263,-118253944,4911,"0100",261,60375350.011004,396053,3101,95982,0,1925,64794,191360,2015,126566,2880.9
"2938271",12789891,1,4,1,1856,1856,6037,1,33961008,-118016400,7351,"0100",261,60375017.002,14634,3101,96173,0,1952,184820,504889,2015,320069,6269.27
"1877302",11278480,2,4,2,1187,1187,6037,2,34702481,-118160821,7387,"0100",261,60379008.051009,5534,3101,97317,0,1971,30779,41565,2015,10786,4822.3
"302622",11887559,3,3,3,2246,2246,6037,3,34119813,-118129334,16297,"0101",261,60374640.001,47019,3101,96294,0,1951,295641,599045,2015,303404,7180.88
"962079",13093841,3,4,3,2491,2491,6037,3,34047334,-117924311,13206,"0100",261,60374080.031014,118694,3101,96488,0,1950,169243,426367,2015,257124,5161.4
